AUDIOTEXT,Trigger,segment,tmin,Order,tmax,cfg.bu,islexical,wordlength,logfreq
she,1,12,41.45492422,2134,41.641013,2,0,0.1916,13.1
remained,1,12,41.64648922,2135,42.048087,1,1,0.407,8.95
the,1,12,42.05356322,2136,42.119924,1,0,0.0719,16.96
same,1,12,42.12540022,2137,42.443189,1,1,0.3232,12.9
size,1,12,42.44866522,2138,43.125638,12,1,0.6825,11.58
to,1,12,43.71778122,2139,43.867951,1,0,0.1556,16.35
be,1,12,43.87342722,2140,43.987679,1,0,0.1197,14.95
sure,1,12,43.99315522,2141,44.337447,5,1,0.3498,12.47
this,1,12,44.34292322,2142,44.610264,2,0,0.2728,14.99
,99,,,2143,,,0,0,15.68
,99,,,2144,,,0,0,14.1
generally,1,12,44.65165922,2145,45.220877,2,1,0.5747,10.82
happens,1,12,45.22635322,2146,45.672448,1,1,0.4516,10.77
when,1,12,45.67792422,2147,45.891353,2,0,0.2189,13.76
one,1,12,45.89682922,2148,46.058972,2,1,0.1676,14.17
eats,1,12,46.06444822,2149,46.322373,1,1,0.2634,8.15
cake,1,12,46.32784922,2150,46.681557,7,1,0.3592,8.74
