praatword,parsedword,k_10distance,k_10surprisal,k_10entropy,k_10Hdelta,k_20distance,k_20surprisal,k_20entropy,k_20Hdelta,k_40distance,k_40surprisal,k_40entropy,k_40Hdelta,k_60distance,k_60surprisal,k_60entropy,k_60Hdelta,k_80distance,k_80surprisal,k_80entropy,k_80Hdelta,k_100distance,k_100surprisal,k_100entropy,k_100Hdelta
remarkable,<UNK>,8,2.788943,1.398605,0.219829,8,2.759784,1.852972,0.258878,9,2.743836,2.279981,0.25539,8,2.737839,2.426797,0.285482,8,2.734108,2.501985,0.296095,8,2.730468,2.575384,0.317498
in,in,13,3.358601,1.298293,-0.100312,13,3.354364,1.7746,-0.078372,13,3.391801,2.055287,-0.224694,13,3.393282,2.233538,-0.193259,13,3.391229,2.341994,-0.159991,13,3.3923,2.428095,-0.147289
that,that,10,4.659416,1.867234,0.568941,10,4.670169,2.391257,0.616657,10,4.643423,2.749081,0.693794,10,4.636823,2.920143,0.686605,10,4.631346,3.034982,0.692988,11,4.624402,3.139308,0.711213
nor,nor,14,11.659497,1.657467,-0.209767,16,11.367519,2.392254,0.000997,17,11.305711,2.821384,0.072303,17,11.223521,3.147685,0.227542,17,11.157179,3.408706,0.373724,17,11.125328,3.576814,0.437506
did,did,14,7.322637,1.63346,-0.024007,14,7.622062,1.967984,-0.42427,14,7.18303,2.310517,-0.510867,15,7.237224,2.52785,-0.619835,16,7.273944,2.693908,-0.714798,17,7.129083,2.811721,-0.765093
alice,alice,11,6.050933,2.271794,0.638334,14,6.060527,2.714002,0.746018,15,6.197492,3.343088,1.03257,15,6.175412,3.605123,1.07727,15,6.149037,3.815886,1.12198,15,5.819425,3.595032,0.783311
think,think,10,11.260551,1.022483,-1.24931,15,10.001466,0.992802,-1.7212,16,10.043444,1.779541,-1.56355,16,10.113367,1.866825,-1.7383,16,10.125704,2.064063,-1.75182,16,10.537212,2.319483,-1.27555
it,it,11,3.472552,2.683515,1.66103,12,3.709168,3.174647,2.18185,12,3.657651,3.836163,2.05662,13,3.611333,3.97376,2.10694,13,3.588752,4.157315,2.09325,13,3.561585,4.383759,2.06428
so,so,14,7.017762,2.660092,-0.023423,16,6.101659,2.502263,-0.672384,17,6.305366,3.347179,-0.488984,17,6.281425,3.614347,-0.359413,16,6.310784,3.772804,-0.384511,17,6.323828,4.045477,-0.338282
very,very,13,3.51941,1.08699,-1.5731,15,4.990464,2.332269,-0.169994,15,4.812638,2.906877,-0.440302,16,4.753414,3.133483,-0.480864,16,4.764762,3.313094,-0.45971,16,4.494067,3.337821,-0.707656
much,much,15,2.027409,0.949173,-0.137817,17,2.271931,1.821133,-0.511136,18,2.204408,2.422141,-0.484736,18,2.191073,2.712223,-0.42126,18,2.18953,2.878018,-0.435076,18,2.140915,2.969924,-0.367897
out,out,15,8.085321,1.951411,1.00224,17,8.20109,2.221859,0.400726,18,7.957145,3.207744,0.785603,18,7.800516,3.655624,0.943401,18,7.668584,3.937512,1.05949,18,7.680152,4.108675,1.13875
of,of,16,1.749774,2.281957,0.330546,18,1.449549,2.257992,0.036133,18,1.572022,3.185444,-0.0223,18,1.51473,3.618344,-0.03728,19,1.514655,3.909521,-0.027991,18,1.557634,4.160575,0.0519
the,the,11,2.131403,2.631143,0.349186,11,1.732893,2.573068,0.315076,10,1.616424,3.551661,0.366217,10,1.515954,3.951953,0.333609,10,1.526235,4.242085,0.332564,10,1.589455,4.55721,0.396635
way,way,19,5.182693,2.295776,-0.335367,20,4.897195,2.173233,-0.399835,20,4.964643,3.225199,-0.326462,21,4.951895,3.684166,-0.267787,21,4.936697,3.951442,-0.290643,20,4.963909,4.279745,-0.277465
to,to,16,3.42857,2.569216,0.27344,16,2.661698,2.394049,0.220816,16,2.869887,3.299735,0.074536,16,2.992848,3.814662,0.130496,16,2.962253,4.074985,0.123543,16,3.122145,4.384456,0.104711
hear,hear,16,4.950466,1.424004,-1.14521,17,4.975979,1.471456,-0.922593,17,4.978771,2.30231,-0.997425,18,5.008309,2.780541,-1.03412,18,5.021278,3.053137,-1.02185,18,5.020047,3.270185,-1.11427
the,the,7,1.640318,2.108546,0.684542,7,1.600973,2.166638,0.695182,7,1.604274,3.01161,0.7093,7,1.59472,3.492546,0.712005,7,1.589388,3.764355,0.711218,7,1.587054,3.983899,0.713714
rabbit,rabbit,20,5.994484,2.021375,-0.087171,21,5.923823,2.155357,-0.011281,21,5.873898,2.99642,-0.01519,21,5.829048,3.484429,-0.008117,21,5.820834,3.775017,0.010662,21,5.808915,4.013932,0.030033
say,say,19,11.376493,1.992596,-0.028779,21,9.786073,1.137726,-1.01763,21,9.855005,1.99362,-1.0028,21,9.928029,2.541804,-0.942625,21,9.799248,2.974852,-0.800165,21,9.828143,3.217694,-0.796238
to,to,16,3.430982,2.417921,0.425325,15,3.006352,2.10167,0.963944,15,3.030091,2.906694,0.913074,14,3.034905,3.423985,0.882181,15,3.018754,3.900788,0.925936,15,3.032172,4.110892,0.893198
itself,itself,17,4.131273,1.698348,-0.719573,17,4.259263,1.204317,-0.897353,17,4.237251,1.958325,-0.948369,17,4.212075,2.50391,-0.920075,17,4.219074,2.958627,-0.942161,17,4.21095,3.189257,-0.921635
oh,oh,18,6.40136,2.1569,0.458552,18,6.33756,2.549743,1.34543,18,6.364874,3.194091,1.23577,18,6.393386,3.635174,1.13126,18,6.410312,4.146494,1.18787,18,6.408097,4.340547,1.15129
dear,dear,10,4.113083,2.129721,-0.027179,17,4.101134,2.167351,-0.382392,17,4.117579,2.831983,-0.362108,17,4.109946,3.318649,-0.316525,17,4.108591,3.801131,-0.345363,17,4.115411,4.013332,-0.327215
oh,oh,9,3.827524,1.771648,-0.358073,9,3.787596,1.864778,-0.302573,9,3.773855,1.889162,-0.942821,9,3.769301,1.897651,-1.421,9,3.767598,1.900931,-1.9002,9,3.766781,1.902748,-2.11058
dear,dear,11,3.216913,0.912972,-0.858676,11,3.239393,0.997172,-0.867606,11,3.245091,1.05579,-0.833372,11,3.246828,1.073455,-0.824196,11,3.247165,1.080489,-0.820442,11,3.247369,1.084743,-0.818005
i,i,9,2.484266,1.048012,0.13504,9,2.47904,1.064463,0.067291,9,2.476144,1.07308,0.01729,9,2.475084,1.075164,0.001709,9,2.47467,1.076215,-0.004274,9,2.474424,1.076917,-0.007826
shall,shall,11,3.642139,0.816327,-0.231685,12,3.643627,0.84687,-0.217593,12,3.64506,0.859779,-0.213301,12,3.645571,0.865217,-0.209947,12,3.645784,0.867431,-0.208784,12,3.645901,0.869012,-0.207905
be,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
too,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
late,late,12,9.280475,0.156856,-0.579188,12,8.989298,0.890503,0.127521,13,8.855195,1.353597,0.57799,13,8.814355,1.533263,0.751799,13,8.812992,1.543458,0.759997,14,8.808937,1.568662,0.783864
when,when,9,5.572003,1.433509,1.27665,9,5.54649,1.609725,0.719222,9,5.531939,1.688815,0.335218,9,5.527032,1.708601,0.175338,9,5.524501,1.720652,0.177194,9,5.523112,1.728282,0.15962
she,she,10,1.739161,1.162865,-0.270644,10,1.744398,1.25985,-0.349875,10,1.750836,1.313597,-0.375218,10,1.75157,1.347103,-0.361498,10,1.751943,1.363409,-0.357243,10,1.752243,1.371758,-0.356524
thought,thought,10,4.185565,1.185299,0.022434,10,4.18223,1.307761,0.047911,10,4.181477,1.361717,0.04812,12,4.181262,1.396232,0.049129,12,4.181129,1.413374,0.049965,12,4.181014,1.424269,0.052511
it,it,9,2.371905,2.373578,1.18828,9,2.325322,2.520664,1.2129,10,2.292166,2.59633,1.23461,10,2.281486,2.633912,1.23768,10,2.276406,2.662917,1.24954,10,2.272907,2.676139,1.25187
over,over,13,6.325505,1.505669,-0.867909,13,6.340104,1.720354,-0.80031,13,6.350637,1.86791,-0.72842,13,6.340955,1.999414,-0.634498,14,6.337848,2.060432,-0.602485,14,6.33604,2.101381,-0.574758
afterwards,<UNK>,9,3.594455,2.398166,0.892497,8,3.560694,2.696066,0.975712,9,3.537503,2.881323,1.01341,9,3.533083,2.981317,0.981903,9,3.518715,3.074449,1.01402,9,3.514897,3.110751,1.00937
it,it,12,3.770238,2.938807,0.540641,12,3.704931,3.204369,0.508303,12,3.649445,3.509054,0.627731,12,3.632311,3.645744,0.664427,12,3.624469,3.767769,0.69332,12,3.613307,3.837093,0.726342
occurred,<UNK>,7,3.31202,2.549972,-0.388835,9,3.241963,3.015531,-0.188838,9,3.230744,3.358889,-0.150165,8,3.214134,3.581726,-0.064018,8,3.205465,3.722193,-0.045576,8,3.195621,3.836599,-0.000494
to,to,17,2.954033,2.541678,-0.008294,17,2.978382,3.098687,0.083156,17,2.933677,3.503844,0.144955,17,2.914512,3.748411,0.166685,17,2.9136,3.915284,0.193091,17,2.911247,4.038607,0.202008
her,her,18,3.812125,1.236433,-1.30525,18,3.74695,1.871653,-1.22703,18,3.694138,2.430861,-1.07298,18,3.649146,2.798155,-0.950256,18,3.639788,2.969335,-0.945949,18,3.644236,3.067637,-0.97097
that,that,14,4.265436,2.272159,1.03573,15,4.393316,2.968758,1.0971,15,4.456922,3.51473,1.08387,15,4.478344,3.909576,1.11142,15,4.480105,4.109253,1.13992,15,4.472779,4.251288,1.18365
she,she,10,1.274432,1.342606,-0.929553,10,1.278381,1.799686,-1.16907,10,1.27288,2.352808,-1.16192,11,1.26831,2.742237,-1.16734,11,1.281764,2.890529,-1.21872,11,1.291128,3.011179,-1.24011
ought,ought,14,7.030426,1.251202,-0.091404,21,7.02836,1.708445,-0.091241,21,7.047681,2.222654,-0.130154,21,7.043249,2.619633,-0.122604,21,7.04652,2.762857,-0.127672,21,7.048729,2.874952,-0.136227
to,to,15,0.061989,1.251599,0.000397,16,0.062309,1.708229,-0.000216,16,0.062551,2.218317,-0.004337,16,0.062643,2.612212,-0.007421,16,0.062718,2.754451,-0.008406,16,0.062837,2.866678,-0.008274
have,have,14,3.333462,1.243587,-0.008012,14,3.33455,1.695281,-0.012948,16,3.336814,2.203282,-0.015035,16,3.337805,2.59595,-0.016262,16,3.338393,2.736848,-0.017603,22,3.338805,2.848076,-0.018602
wondered,<UNK>,10,3.36147,2.534095,1.29051,11,3.334566,2.969348,1.27407,11,3.336988,3.468865,1.26558,12,3.353652,3.839781,1.24383,12,3.336295,4.006735,1.26989,12,3.325154,4.132081,1.28401
at,at,20,3.850774,2.302483,-0.231612,21,3.843045,2.822075,-0.147273,21,3.832798,3.282617,-0.186248,21,3.831748,3.618836,-0.220945,22,3.829329,3.810698,-0.196037,22,3.825296,3.935421,-0.19666
this,this,18,3.096426,1.94086,-0.361623,19,3.101068,2.435764,-0.386311,20,3.099093,2.926298,-0.356319,21,3.094067,3.265346,-0.35349,21,3.093368,3.458378,-0.35232,21,3.093961,3.604845,-0.330576
but,but,26,4.500163,2.514405,0.573545,27,4.420621,3.206085,0.770321,27,4.391226,3.800097,0.873799,27,4.391181,4.153597,0.888251,27,4.378514,4.392428,0.93405,27,4.362962,4.57502,0.970175
at,at,9,4.98059,2.796899,0.282494,9,4.908633,3.461735,0.25565,9,4.830433,3.996641,0.196544,9,4.809879,4.282829,0.129232,9,4.788403,4.477634,0.085206,9,4.7797,4.652476,0.077456
the,the,5,3.020529,2.606382,-0.190517,5,2.894769,3.23695,-0.224785,5,2.884505,3.799156,-0.197485,5,2.817288,4.11832,-0.164509,5,2.831768,4.297797,-0.179837,5,2.823137,4.494602,-0.157874
time,time,12,3.326732,2.017202,-0.58918,12,3.451782,2.60787,-0.62908,12,3.438837,3.179903,-0.619253,12,3.488641,3.510004,-0.608316,12,3.485605,3.714909,-0.582888,12,3.47918,3.916448,-0.578154
it,it,10,2.049761,1.984102,-0.0331,10,2.086061,2.550783,-0.057087,10,2.08273,3.117843,-0.06206,10,2.09802,3.438051,-0.071953,10,2.096543,3.642462,-0.072447,10,2.094286,3.860297,-0.056151
all,all,8,5.542924,2.085264,0.101162,8,5.544091,2.633052,0.082269,8,5.510663,3.240894,0.123051,8,5.513547,3.553716,0.115665,8,5.50713,3.771521,0.129059,8,5.503445,3.990022,0.129725
seemed,seemed,11,5.702019,2.051325,-0.033939,11,5.685484,2.596676,-0.036376,12,5.658005,3.216041,-0.024853,12,5.652699,3.527281,-0.026435,15,5.646282,3.754216,-0.017305,15,5.642679,3.976172,-0.01385
quite,quite,11,6.361624,2.306769,0.255444,12,6.291694,2.991409,0.394733,12,6.272262,3.683416,0.467375,12,6.246416,3.993546,0.466265,12,6.235238,4.259571,0.505355,12,6.241248,4.456013,0.479841
natural,natural,12,12.817946,0.832423,-1.47435,13,12.187814,1.841723,-1.14969,13,12.189882,2.423572,-1.25984,13,12.076603,2.881768,-1.11178,13,12.018404,3.18135,-1.07822,13,11.332852,2.906193,-1.54982
but,but,12,4.850716,0.87448,0.042057,13,4.956363,2.244901,0.403178,13,4.906146,2.706869,0.283297,14,4.935009,3.171346,0.289578,13,4.883718,3.493365,0.312015,14,4.899484,3.341718,0.435525
when,when,9,5.084413,1.11606,0.24158,9,5.115495,2.431735,0.186834,9,5.111043,2.966739,0.25987,9,5.102126,3.422577,0.251231,9,5.125324,3.722392,0.229027,9,5.02859,3.59911,0.257392
the,the,7,2.163016,1.367923,0.251863,7,2.194227,2.634377,0.202642,7,2.200963,3.152973,0.186234,7,2.203116,3.609341,0.186764,7,2.199143,3.911885,0.189493,7,2.246947,3.710327,0.111217
rabbit,rabbit,14,3.863613,1.229854,-0.138069,13,3.848299,2.396937,-0.23744,14,3.843838,2.943377,-0.209596,14,3.846366,3.386221,-0.22312,14,3.843496,3.681956,-0.229929,14,3.847559,3.516768,-0.193559
actually,<UNK>,6,2.819031,1.644736,0.414882,5,2.83429,2.820033,0.423096,5,2.823871,3.361099,0.417722,5,2.829518,3.803486,0.417265,5,2.827931,4.100631,0.418675,5,2.822903,3.952476,0.435708
took,took,13,8.625471,1.680545,0.035809,14,9.330956,2.231466,-0.588567,14,9.040048,2.938256,-0.422843,14,9.060021,3.310824,-0.492662,14,9.107375,3.573281,-0.52735,14,8.576725,3.564636,-0.38784
a,a,9,2.537799,2.498602,0.818057,7,2.527312,3.067852,0.836386,8,2.529327,3.756687,0.818431,8,2.529369,4.134178,0.823354,8,2.531842,4.397192,0.823911,8,2.485148,4.338724,0.774088
watch,watch,15,7.010606,1.818555,-0.680047,16,6.877962,2.343151,-0.724701,16,6.920517,3.081962,-0.674725,16,6.915553,3.44733,-0.686848,16,6.904885,3.704246,-0.692946,17,6.986461,3.749792,-0.588932
out,out,15,5.18065,2.433229,0.614674,15,4.942313,2.991602,0.648451,16,4.987049,3.71585,0.633888,16,4.977471,4.085476,0.638146,16,4.950177,4.33054,0.626294,17,5.013405,4.400776,0.650984
of,of,15,1.169439,1.917316,-0.515913,15,1.196325,2.543417,-0.448185,16,1.147661,3.223337,-0.492513,16,1.161871,3.599983,-0.485493,16,1.151452,3.85085,-0.47969,17,1.121662,3.957743,-0.443033
its,its,14,3.005938,2.060689,0.143373,15,2.986649,2.699865,0.156448,15,2.975959,3.359723,0.136386,15,2.974659,3.739844,0.139861,16,2.971622,3.977237,0.126387,15,3.001697,4.056933,0.09919
WAISTCOAT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
POCKET,<UNK>,8,2.313062,1.792071,-0.268618,8,2.32427,2.46368,-0.236185,8,2.328234,3.125607,-0.234116,8,2.328729,3.508218,-0.231626,8,2.331242,3.75585,-0.221387,9,2.340233,3.843392,-0.213541
and,and,14,0.979567,1.756902,-0.035169,15,0.974315,2.415552,-0.048128,14,0.805086,3.143799,0.018192,14,0.829458,3.502279,-0.005939,14,0.813904,3.756459,0.000609,16,0.787018,3.817231,-0.026161
looked,looked,12,3.093879,1.017857,-0.739045,13,3.114676,1.737425,-0.678127,12,3.106285,2.526229,-0.61757,16,3.11731,2.859897,-0.642382,16,3.113236,3.102971,-0.653488,16,3.124441,3.153058,-0.664173
at,at,12,2.366258,1.230124,0.212267,11,2.402541,1.929654,0.192229,12,2.394693,2.721361,0.195132,11,2.396491,3.059676,0.199779,12,2.395175,3.300469,0.197498,12,2.388106,3.366043,0.212985
it,it,9,3.072917,1.218833,-0.011291,9,3.031788,1.936605,0.006951,9,3.045702,2.724616,0.003255,9,3.04103,3.063118,0.003442,9,3.042616,3.303431,0.002962,10,3.051146,3.373806,0.007763
and,and,13,1.563404,1.747239,0.528406,14,1.57997,2.303152,0.366547,14,1.614887,3.217478,0.492862,14,1.608371,3.559352,0.496234,14,1.614548,3.873414,0.569983,14,1.600349,3.975915,0.602109
then,then,7,3.395583,2.169848,0.422609,7,3.406669,2.835896,0.532744,7,3.555087,3.781488,0.56401,7,3.532895,4.124375,0.565023,7,3.583983,4.426644,0.55323,7,3.594354,4.568326,0.592411
hurried,hurried,12,6.8574,0.789465,-1.38038,11,6.9086,1.369489,-1.46641,12,7.091258,2.251952,-1.52954,12,7.061509,2.5978,-1.52657,12,7.163091,2.724015,-1.70263,13,7.18607,2.966305,-1.60202
on,on,12,2.927664,1.382601,0.593136,12,2.924316,1.970252,0.600763,13,2.939438,2.84584,0.593888,13,2.9384,3.192581,0.594781,14,2.941396,3.318441,0.594426,15,2.949211,3.560746,0.594441
alice,alice,10,5.490011,2.205973,0.823372,10,5.467072,2.840597,0.870345,11,5.483138,3.699893,0.854053,11,5.473668,4.066628,0.874047,12,5.446005,4.270246,0.951805,12,5.442482,4.492887,0.932141
started,<UNK>,8,3.693697,3.143642,0.937669,8,3.687786,3.844118,1.00352,8,3.733825,4.507408,0.807515,8,3.727672,4.90964,0.843012,8,3.691793,5.127941,0.857695,9,3.700913,5.31765,0.824763
to,to,12,3.32685,3.040706,-0.102936,12,3.287241,3.68001,-0.164108,13,3.259892,4.325626,-0.181782,13,3.269265,4.751653,-0.157987,14,3.236273,4.986678,-0.141263,14,3.220148,5.142671,-0.174979
her,her,12,3.593348,1.345365,-1.69534,13,3.395523,2.178188,-1.50182,13,3.405505,2.834217,-1.49141,14,3.462638,3.127054,-1.6246,14,3.456576,3.384586,-1.60209,14,3.474167,3.501254,-1.64142
feet,feet,14,5.01008,1.409931,0.064566,15,4.980782,2.242292,0.064104,15,4.98475,2.904091,0.069874,15,4.974213,3.203747,0.076693,15,4.981653,3.457005,0.072419,16,4.987443,3.577737,0.076483
for,for,14,3.478696,2.569088,1.15916,15,3.572894,3.469494,1.2272,15,3.584061,4.134037,1.22995,15,3.531378,4.441247,1.2375,15,3.527586,4.698237,1.24123,16,3.54246,4.82903,1.25129
it,it,9,2.257407,2.015361,-0.553727,10,2.280159,2.751218,-0.718276,10,2.27211,3.446286,-0.687751,10,2.272067,3.832534,-0.608713,10,2.284895,4.097921,-0.600316,10,2.310695,4.268015,-0.561015
flashed,<UNK>,9,3.329382,2.097949,0.082588,9,3.358325,2.804534,0.053316,9,3.35179,3.527763,0.081477,9,3.338556,3.934453,0.101919,10,3.35117,4.188635,0.090714,10,3.366872,4.346473,0.078458
across,across,15,8.638115,0.870207,-1.22774,15,8.783976,1.470776,-1.33376,15,8.792002,2.160561,-1.3672,16,8.780394,2.610836,-1.32362,16,8.731502,2.878014,-1.31062,16,8.626824,3.092072,-1.2544
her,her,12,2.848444,1.135416,0.265209,13,2.847732,1.719195,0.248419,13,2.848247,2.409495,0.248934,13,2.851701,2.855741,0.244905,13,2.851474,3.122219,0.244205,13,2.852999,3.33839,0.246318
mind,mind,15,8.152991,0.991459,-0.143957,15,8.15576,1.571576,-0.147619,15,8.152199,2.275294,-0.134201,15,8.147166,2.725035,-0.130706,15,8.147457,2.991603,-0.130616,15,8.144095,3.214086,-0.124304
that,that,13,3.009699,1.578126,0.586667,13,2.99719,2.195912,0.624336,13,3.002842,2.88408,0.608786,13,3.006267,3.318592,0.593557,13,3.004023,3.587691,0.596088,13,3.012873,3.816091,0.602005
she,she,9,1.199995,1.240033,-0.338093,9,1.203574,1.856281,-0.339631,9,1.205391,2.531971,-0.352109,9,1.204669,2.963162,-0.35543,9,1.206236,3.232349,-0.355342,9,1.209556,3.449488,-0.366603
had,had,15,2.053137,1.280747,0.040714,15,2.051819,1.905066,0.048785,15,2.051662,2.576485,0.044514,15,2.052004,3.007033,0.043871,15,2.051789,3.278439,0.04609,16,2.052052,3.495183,0.045695
never,never,15,4.286989,1.389436,0.108689,16,4.283946,2.00682,0.101754,16,4.282467,2.680275,0.10379,16,4.283856,3.116542,0.109509,16,4.282426,3.382413,0.103974,17,4.281215,3.605261,0.110078
before,before,16,8.150693,1.978398,0.588962,16,8.141922,2.600845,0.594025,16,8.145488,3.288198,0.607923,16,8.151543,3.710206,0.593664,16,8.150567,3.995572,0.613159,17,8.151938,4.210558,0.605297
seen,seen,16,6.930684,1.117867,-0.860531,16,6.907193,1.844152,-0.756693,16,6.918868,2.470988,-0.81721,16,6.914915,2.886717,-0.823489,16,6.912843,3.172895,-0.822677,17,6.889165,3.445402,-0.765156
a,a,10,2.757977,1.98113,0.863263,10,2.771565,2.691436,0.847284,10,2.762926,3.330653,0.859665,10,2.763793,3.745428,0.858711,10,2.765427,4.029206,0.856311,10,2.773964,4.298044,0.852642
rabbit,rabbit,18,8.824548,2.022735,0.041605,18,8.840483,2.648554,-0.042882,18,8.839783,3.300858,-0.029795,18,8.839068,3.716984,-0.028444,18,8.839119,3.997601,-0.031605,19,8.856203,4.197742,-0.100302
with,with,17,4.036149,2.189584,0.166849,17,4.026346,2.855605,0.207051,17,4.02188,3.540048,0.23919,17,4.023198,3.949986,0.233002,17,4.02429,4.216748,0.219147,18,4.028029,4.412433,0.214691
either,either,14,10.537872,0.441501,-1.74808,14,10.548843,1.090168,-1.76544,17,10.55572,1.749416,-1.79063,17,10.578257,2.147335,-1.80265,17,10.573822,2.431294,-1.78545,17,10.55157,2.641865,-1.77057
a,a,13,5.044358,2.997815,2.55631,13,5.033082,3.662369,2.5722,13,5.021024,4.341864,2.59245,13,4.847194,4.623838,2.4765,13,4.871461,4.907333,2.47604,13,4.879158,5.113282,2.47142
waistcoat,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
pocket,<UNK>,8,2.363625,2.35229,-0.645525,8,2.357002,3.023202,-0.639167,8,2.349792,3.693563,-0.648301,8,2.384329,4.037811,-0.586027,8,2.381188,4.314787,-0.592546,8,2.37766,4.51902,-0.594262
or,or,17,4.729585,2.975428,0.623138,17,4.720507,3.577088,0.553886,17,4.721932,4.250047,0.556484,17,4.74751,4.676388,0.638577,17,4.739114,4.942187,0.6274,17,4.734391,5.143345,0.624325
a,a,10,2.822769,1.992053,-0.983375,11,2.773186,2.764235,-0.812853,11,2.801885,3.373683,-0.876364,11,2.781874,3.818864,-0.857524,11,2.793318,4.069182,-0.873005,10,2.787315,4.288761,-0.854584
watch,watch,16,7.730508,1.401633,-0.59042,18,7.712474,2.203088,-0.561147,18,7.72507,2.79542,-0.578263,19,7.710316,3.223649,-0.595215,18,7.716424,3.471796,-0.597386,19,7.722617,3.680727,-0.608034
to,to,14,3.65563,2.994835,1.5932,15,3.783468,3.666483,1.46339,15,3.727265,4.272128,1.47671,15,3.784231,4.797422,1.57377,15,3.763319,5.048443,1.57665,15,3.758064,5.247159,1.56643
take,take,14,5.293522,1.884015,-1.11082,14,5.301103,2.451937,-1.21455,15,5.335471,3.045501,-1.22663,15,5.330956,3.524698,-1.27272,16,5.331858,3.797533,-1.25091,16,5.339713,3.991571,-1.25559
out,out,18,5.111022,2.090577,0.206562,18,5.082235,2.720709,0.268772,18,5.082914,3.362767,0.317266,19,5.062191,3.817805,0.293107,20,5.060163,4.094993,0.29746,20,5.062618,4.285107,0.293536
of,of,19,2.846885,2.013806,-0.076771,19,2.857525,2.617397,-0.103312,19,2.848045,3.274071,-0.088696,20,2.844421,3.735444,-0.082361,21,2.842889,4.015259,-0.079734,21,2.84579,4.204174,-0.080933
it,it,12,2.833454,2.079795,0.065989,12,2.841208,2.669748,0.052351,12,2.839507,3.330391,0.05632,13,2.844149,3.799783,0.064339,13,2.845449,4.076765,0.061506,13,2.84225,4.270131,0.065957
and,and,16,2.303426,2.739598,0.659803,16,2.241854,3.381004,0.711256,15,2.194563,4.11652,0.786129,15,2.136563,4.640348,0.840565,15,2.134476,4.918148,0.841383,16,2.128818,5.085797,0.815666
burning,<UNK>,6,2.775984,2.407285,-0.332313,6,2.667831,3.102083,-0.278921,5,2.581756,3.805075,-0.311445,5,2.620612,4.187509,-0.452839,6,2.612003,4.47206,-0.446088,6,2.603683,4.670262,-0.415535
with,with,13,4.483794,2.10781,-0.299475,15,4.522789,2.723544,-0.378539,19,4.512133,3.516944,-0.288131,20,4.507946,3.887951,-0.299558,20,4.505958,4.18087,-0.29119,20,4.504899,4.392206,-0.278056
curiosity,curiosity,14,11.424672,0.205138,-1.90267,16,11.467491,0.896353,-1.82719,20,11.561053,1.563306,-1.95364,21,11.531084,1.965644,-1.92231,21,11.533882,2.243066,-1.9378,21,11.50504,2.454103,-1.9381
she,she,14,4.359715,2.288613,2.08347,15,4.353858,3.252751,2.3564,16,4.40384,4.061238,2.49793,16,4.461405,4.661609,2.69597,16,4.437072,4.888057,2.64499,16,4.416333,5.045977,2.59187
ran,ran,10,3.960602,1.934643,-0.35397,10,3.983231,2.717883,-0.534868,15,3.980022,3.387124,-0.674114,17,4.000995,3.860576,-0.801033,17,4.009446,4.158118,-0.729939,18,4.004842,4.370822,-0.675155
across,across,18,8.29271,0.903087,-1.03156,18,8.373593,1.56308,-1.1548,22,8.353597,2.238891,-1.14823,23,8.447706,2.694513,-1.16606,25,8.45729,3.012924,-1.14519,25,8.445842,3.241797,-1.12903
the,the,5,1.275096,1.591078,0.687991,6,1.281264,2.255523,0.692443,6,1.287212,2.924489,0.685598,5,1.29438,3.359643,0.66513,5,1.296321,3.678303,0.665379,5,1.293569,3.907991,0.666194
field,<UNK>,8,2.419941,1.459327,-0.131751,8,2.420413,2.090332,-0.165191,8,2.418812,2.739986,-0.184503,8,2.420841,3.135337,-0.224306,8,2.419765,3.449003,-0.2293,8,2.420058,3.689117,-0.218874
